,Sample_Point_(SP),Year,Latitude,Longitude,Depth,Rake_Abundance,Rake_Abundance_#,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Lemna_minor,Lemna_trisulca,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_pectinatus,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris
122,123,2011,42.9644194,75.875574,,D,156.25,,,,S,,,,,,,,,,,,,,,,D,,,,,,,,,,S,,,,,,,,,,,,S,,
123,124,2011,42.9646037,75.8746784,,M,37.75,,,,S,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
124,125,2011,42.9639509,75.8739917,,S,13.0,,,,,,S,,,S,,,,,,,S,,S,,,,,,,,,,,,,,,,,T,,,,,,,S,,
125,126,2011,42.963495,75.8750705,,S,13.0,,,,S,S,,,,,,,,,,,,,S,,S,,,,,,,,,,S,,,,,,,,,,,,S,,
126,127,2011,42.963,75.8769,,M,62.5,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,128,2011,42.962612,75.878214,,M,62.5,,,,,S,S,,,T,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
128,129,2011,42.9625696,75.8789486,,M,37.75,,,,,M,,,,S,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
129,130,2011,42.9617547,75.8787332,,S,13.0,,,,,S,T,,,T,,,,,,,T,,,,,,,,,,,,,T,,,,,,T,,,,,,,S,,
130,131,2011,42.9619178,75.877767,,D,131.5,,,,,S,S,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,S,,,M,,
131,132,2011,42.9623696,75.8761069,,S,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,2011,42.9629026,75.8743124,,T,0.5,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,2011,42.963178,75.8734217,,M,62.5,,,,,,S,,,S,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
134,135,2011,42.962491,75.8726693,,S,13.0,,,,,S,,,,,,,,,,,,,S,,,,,,,,,,,T,,,,,,,,,,,,,,,
135,136,2011,42.9620143,75.8734742,,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,2011,42.9615194,75.8756677,,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,2011,42.961335,75.8771279,,D,156.25,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,M,,,,,S,,,,,,,,,
138,139,2011,42.9611392,75.8783091,,S,13.0,,,,,S,T,,,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
139,140,2011,42.9604037,75.87813,,S,13.0,,,,,S,S,,,S,,,,,,,T,S,,,,,,,,,,,,S,,,,,,S,,,,,,,S,,
140,141,2011,42.9604313,75.877219,,S,13.0,,,,,S,,,,,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,S,,
141,142,2011,42.95952,75.87643,,S,6.75,,,,,S,,,,,,,,,,,S,,T,,,,,,,,,,,,T,,,S,,T,,,,,,,,,
142,143,2011,42.9592033,75.8775669,,S,13.0,,,,,S,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,T,,
143,144,2011,42.9577861,75.8771686,,S,13.0,,,,,S,,,,T,,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
144,145,2011,42.9580153,75.8757095,,D,125.25,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
145,146,2011,42.9570793,75.8755557,,M,62.5,,,,D,,T,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
146,147,2011,42.9564934,75.8765373,,S,13.0,,,,,S,T,,,T,,,,,,,S,,,,,,,,,,,,,S,,,,,,,T,,,,,,S,,
147,148,2011,42.9555737,75.8758508,,S,13.0,,,,,,S,,T,S,,,,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
148,149,2011,42.9553325,75.8751604,,T,0.5,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,,,,,,,,,,
149,150,2011,42.9543763,75.8752152,,S,13.0,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,2011,42.9540917,75.8759959,,M,37.75,,,,,,S,,,S,,,,,,,S,,,,,,T,,,,,,,,,,,,,,,,,,,,S,,
151,152,2011,42.9530739,75.876346,,S,13.0,,,,,S,,,,S,,,,,,,,,T,,,,,,,,,,,S,T,,,T,,,,,,,,,S,,
152,153,2011,42.9528001,75.8755924,,M,37.75,,,,M,,,,,,,,,,,,S,,T,,,,,,,,,,,,,,,,,,,,,,,,S,,
153,154,2011,42.9517314,75.8756775,,M,37.75,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
154,155,2011,42.9515621,75.8770018,,M,37.75,,,,,S,T,,T,S,,,,,S,,S,,S,,,,,,,,,,,,S,,,,,S,,,,,,,T,,
155,156,2011,42.9501003,75.87718,,M,62.5,,,,,M,,,,S,,,,,,,T,,T,T,,,,,,,,,,S,,,,,,,,,,,,,T,,
156,157,2011,42.9499453,75.8758167,,M,31.5,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,2011,42.9488451,75.8758542,,M,37.75,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,S,,,,,,,,,
158,159,2011,42.9485702,75.8773244,,M,62.5,,,,,S,S,,,S,,,,,S,,,,S,S,,,,,,,,,,,S,,,T,,,,,,,,,S,,
159,160,2011,42.9477748,75.8774691,,S,13.0,,,,,S,T,,,S,,,,,T,,T,,T,T,,,,,,,,,,,,,,S,,,,,,,,,S,,
160,161,2011,42.9475917,75.8758985,,S,6.5,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,2011,42.9466809,75.8757081,,S,13.0,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,163,2011,42.9463853,75.876704,,S,13.0,,,,S,S,,T,,T,,,,,,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,,,
163,164,2011,42.945527,75.8762902,,S,13.0,,,,,S,T,T,,T,,,,,,,,,,T,,,,,,,,,,S,,,,,,S,,,,,,,T,,
164,165,2011,42.9453926,75.8754122,,D,156.25,,,,M,,,,,,,,,,,,M,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
165,166,2011,42.9445793,75.8752376,,M,37.75,,,,S,,,,,,,,,,,,S,,T,,,,,,,,,,,,S,,,,,S,,,,,,,S,,
166,167,2011,42.9444195,75.8759834,,S,13.0,,,,,S,S,,,S,,,,,,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,S,,
167,168,2011,42.9432615,75.8759196,,S,13.0,,,,T,,S,,,S,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,S,,
168,169,2011,42.9429981,75.8750043,,T,0.5,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170,2011,42.9418304,75.8747106,,S,6.5,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,T,,
170,171,2011,42.9414247,75.875708,,M,62.5,,,,S,S,T,,,S,,,,,,,,,,S,,,,,,,,,,M,,,,,,S,,,,,S,,,,
171,172,2011,42.9401233,75.8753818,,S,13.0,,,,T,S,T,,,,,,,,,,,,T,,,,,,,,,,,,S,,,T,,T,,,,,T,,S,,
172,173,2011,42.9399862,75.8747074,,S,13.0,,,,S,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,S,,,,,,,S,,
173,174,2011,42.9383104,75.8745134,,S,6.75,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,T,,
174,175,2011,42.937828,75.8748873,,M,62.5,,,,S,S,S,,,S,,,,,T,,S,,T,,,,,,,,,,,,S,,,,,S,,,,,,,S,,
175,176,2011,42.936529,75.8745377,,M,37.75,,,,,S,S,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,S,,,,,,,S,,
176,177,2011,42.9356912,75.8742594,,D,250.0,,,,M,,M,,,T,,,,,T,,S,,S,,,,,,,,,,,,D,,,,,S,,,,,,,M,,
177,178,2011,42.9350748,75.8740183,,D,250.0,,,,M,S,S,,,S,,,,,M,,M,,S,,,,,,,,,,,,M,,,,,S,,,,S,,,M,,
178,179,2011,42.9340912,75.8736567,,M,62.5,,,,S,S,T,,,,,,,,S,,S,,,,,,,,,,,,,,S,,,,,S,,,,,,,S,,
179,180,2011,42.933034,75.8731804,,M,37.75,,,,,S,,,,,,,,,,,,S,T,,,,,,,,,,,S,S,,,,,T,,,,,,,T,,
180,181,2011,42.9319435,75.8729477,,S,13.0,,,,,S,,,,,,,,,,,,T,T,,,,,,,,,,,S,,,,,,,,,,,,,T,,
181,182,2011,42.9310224,75.8731385,,M,62.5,,,,M,,S,,,,,,,,,,T,,,,,,,,,S,,,,,S,,,,,S,,,,,,,S,,
182,183,2011,42.929687,75.8735046,,M,37.75,,,,S,S,S,,,S,,,,,S,,S,,,,,,,,,,,,,T,S,,,,,T,T,,,,,,T,,
183,184,2011,42.9281775,75.8728412,,M,62.5,,,,S,,S,,,S,,,,,,T,S,,T,,,,,,,,,,,S,S,,,,,S,,,,,,,S,,
184,185,2011,42.9265321,75.872124,,M,62.5,,,,S,S,S,,,S,,,,,S,S,S,,,,,,,,,,,,,S,S,,,,,T,,,,,,,,,
185,186,2011,42.9257155,75.8719777,,D,156.25,,,,S,S,S,,T,S,,,,,S,S,M,,S,,M,,,,,,,,,S,,,,T,,S,,,,,,,S,,
186,187,2011,42.9251137,75.871625,,D,131.5,,,,S,T,S,,,S,,,,,M,,S,T,T,,T,,,,,S,,,,,,,,,,S,,,,,,,T,,
187,188,2011,42.9247432,75.8713105,,D,156.25,,,,S,,M,,,S,,,,,S,S,M,,T,,,,,,,T,,,,,S,,,,,S,,,,,,,T,,
188,189,2011,42.9247633,75.8705188,,D,156.25,,,,M,S,M,,,S,,,,,,S,S,,,,,,,,,T,,,,S,,,,,,S,,,,T,,,S,,
189,190,2011,42.9248473,75.8697053,,D,131.5,,,,S,S,M,,T,S,,,,,,,S,S,S,,S,,,,,,,,T,S,,,,T,,S,S,,,,T,,S,,
190,191,2011,42.9249537,75.8691506,,M,62.5,,,,S,M,S,,T,,,,,,,,S,T,T,,,,,,,,,,S,S,,,,T,,S,T,,,,T,,S,,
191,192,2011,42.925335,75.8685134,,S,13.0,,,,,S,T,,,,,,,,,,,T,T,,,,,,,,,,,T,,,,,,,,,,,,,T,,
192,193,2011,42.9254278,75.8691747,,S,13.0,,,,,S,T,,T,T,,,,,,,T,T,S,,,,,,,,,,,T,,,,,T,T,,,,,,,T,,
193,194,2011,42.9253384,75.8702124,,D,250.0,,,,M,,M,,,M,,,,,,,M,,S,,,,,,,T,,,,,,,,S,,M,S,,,,,,,,
194,195,2011,42.9251966,75.8708516,,D,250.0,,,,S,,S,,,M,,,,,,,M,,,,,,,,,M,,,,,S,,S,,,S,,,,,,,T,,
195,196,2011,42.9255932,75.8712796,,D,250.0,,,,M,,M,,,S,,,,,S,,M,,,,,,,,,M,,,,,M,,S,,,M,S,,,,,,S,,
196,197,2011,42.9258669,75.8704864,,D,156.25,,,,M,,,,,,,,,,,,M,,,,,,,,,,,,,,,,S,,,T,,,,,,,S,,
197,198,2011,42.9260443,75.8693318,,D,250.0,,,,M,,S,,,,,,,,,,M,T,T,,,,,,,,,,,,S,,M,,,M,,,,,,,M,,
198,199,2011,42.926159,75.8680249,,M,37.75,,,,,S,,,,,,,,,,,T,T,S,,,,,,,,,,,S,,,,,,,,,,,T,,,,
199,200,2011,42.9266074,75.8672421,,M,37.75,,,,,S,,,,,,,,,,,,S,S,,,,,,,,,,,S,,,,,,,,,,,,,,,
200,201,2011,42.9268322,75.8681775,,D,156.25,,,,S,,,,,T,,,,,,,M,,,,,,,,,,,,,,M,,,,,S,,,,,T,,M,,
201,202,2011,42.9267355,75.8690874,,T,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,2011,42.9265298,75.8704384,,M,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,2011,42.9263044,75.8713266,,D,250.0,,,,M,,M,,,T,,,,,,,D,,,,,,,,,,,,,,S,,,,,T,,,T,,,,S,,
204,205,2011,42.9269275,75.8666465,,S,13.0,,,,,S,T,,,S,,,,,,,T,S,T,,,,,,,,,,,T,,,,,,,,,,,,,T,,
205,206,2011,42.9272609,75.8656704,,M,37.75,,,,,S,,,,,,,,,,,T,S,S,,,,,,,,,,,S,,,,,,,,,,,,,,,
206,207,2011,42.9272046,75.8647433,,S,13.0,,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,T,,,,,,T,,,,,,,,,
207,208,2011,42.9276074,75.8635928,,S,13.0,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,T,,,,,,,,,
208,209,2011,42.9280257,75.8624262,,M,37.75,,,,,S,T,,,,,,,,,,S,S,S,,,,,,,,,,,S,,,,,,S,,,,S,,,,,
209,210,2011,42.928736,75.8616444,,S,13.0,,,,T,S,T,,,T,,,,,T,,T,T,T,,,,,,,,,,,T,,,,,,T,,,,T,,,S,,
210,211,2011,42.9290362,75.8609012,,D,250.0,,,,M,,D,,,S,,,,,T,T,M,,T,,,,T,,,,,,,,,,,T,,S,S,,,,,,T,,
211,212,2011,42.9298672,75.8616947,,D,250.0,,,,M,M,S,,S,M,,,,,M,S,S,T,T,,,,,,,,,,,M,,,,S,,S,S,,,T,,,T,,
212,213,2011,42.9293169,75.8617527,,D,250.0,,,,M,,S,,,S,,,,,M,T,T,,T,,,,,,,S,,,,S,S,,,T,,M,T,,,,,,S,,
213,214,2011,42.9286751,75.8622374,,D,250.0,,,,M,,S,,,M,,,,,D,T,T,,,,,,,,,S,,,,S,S,,,,,M,,,,,,,S,,
214,215,2011,42.9280719,75.8629649,,M,62.5,,,,,M,T,,,,,,,,,,T,T,T,,,,,,,,,,,S,,,T,,,,,,,S,,,S,,
215,216,2011,42.9276304,75.8648623,,D,156.25,,,,S,M,S,,,,,,,,,S,S,,S,,,,,,,,,,,,M,,,T,S,S,,,,,,,S,,
216,217,2011,42.9275007,75.8657391,,D,156.25,,,,T,M,S,,,T,,,,,,,S,,S,,,,,,,,,,,,,,,T,,S,,,,S,,,S,,
217,218,2011,42.9271591,75.8670809,,D,156.25,,,,T,T,T,T,T,,,,,,,T,,,T,,,,,,,,,,,,D,,,,,S,,,,,,T,M,,
218,219,2011,42.9272279,75.8679933,,D,250.0,,,,M,,S,,,S,,,,,,,M,,,,,,,,,,,,,,D,,S,,,S,,,,S,,,M,,
219,220,2011,42.9275721,75.8674094,,D,250.0,,,,M,,S,,,,,,,,,,S,,,,,,,,,,,,,,M,,S,,,S,,,,S,,,M,,
220,221,2011,42.9280387,75.8664313,,M,37.75,,,,,,T,,T,,,,,,,,S,,,,,,,,,,T,,,,S,,,,S,S,,,,T,,,S,,
221,222,2011,42.9283663,75.8651808,,M,62.5,,,,,T,T,,S,,,,,,,,S,T,,,,,,,,,,,,,M,,,,,,,,,,,,S,,
222,223,2011,42.9283248,75.8640916,,D,156.25,,,,S,,S,,,S,,,,,T,,S,,S,,,,,,,,,,,,M,,,T,,S,,,,S,,,S,,
223,224,2011,42.9287048,75.8633765,,D,156.25,,,,S,S,M,,T,S,,,,,S,,S,,M,,,,,,,,,,,,T,,,T,,S,T,,,,,,S,,
224,225,2011,42.9291712,75.8627416,,M,62.5,,,,S,T,S,,,M,,,,,,,T,,,,,,,,,,,,,,,,,,,S,T,,,,,,T,,
225,226,2011,42.9298394,75.8625205,,D,250.0,,,,M,T,M,,,,,,,,S,,S,,T,,,,,,,,,,,,D,,,,,S,,,,,,,S,,
226,227,2011,42.9300432,75.8634367,,S,6.75,,,,,T,,,,,,,,,,,S,,,,,,,,,,,,,,T,,,,,T,,,,T,,,T,,
227,228,2011,42.9293931,75.863432,,D,156.25,,,,,,M,,,,,,,,,,M,,,,,,,,,,,,,,,,S,,,M,,,,,,,M,,
228,229,2011,42.9290467,75.8638968,,D,156.25,,,,S,,S,,T,,,,,,M,,T,,,,,,,,,,,,,,S,,,,,S,,,,,,,S,,
229,230,2011,42.9287962,75.8645679,,M,37.75,,,,,S,T,,T,S,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
230,231,2011,42.9288844,75.8653688,,S,13.0,,,,,T,,,T,,,,,,,,S,,,,,,,,,,,,,,S,,,T,,T,,,,T,,,T,,
231,232,2011,42.9286809,75.8662364,,D,250.0,,,,D,,S,,,,,,,,,,S,,T,,,,,,,,,,,,M,,,,,S,,,,,,,S,,
232,233,2011,42.9293157,75.8653118,,M,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,2011,42.9296609,75.8645246,,D,156.25,,,,S,,S,,T,S,,,,,,,M,,,,,,,,,,,,,,M,,,,,,,,,S,,,S,,
234,235,2011,42.9302548,75.8641371,,D,250.0,,,,S,,S,,,,,,,,,,D,,,,,,,,,,,,,,S,,,,,T,,,,S,,,,,
235,236,2011,42.930704,75.8634337,,D,250.0,,,,M,,S,,T,,,,,,,,D,,,,,,,,,,,,,,S,,,,,S,,,,S,,,,,
236,237,2011,42.9307769,75.8623902,,M,37.75,,,,T,,T,,,S,,,,,S,,T,,T,,,,,,,,,,,,S,,,,,S,,,,S,,,S,,
237,238,2011,42.9308294,75.8616143,,M,62.5,,,,S,T,S,,,,,,,,S,,,,,,,,,,,S,,,,S,,,,,,S,,,,T,,,S,,
238,239,2011,42.9310206,75.8620352,,M,62.5,,,,S,,S,,,T,,,,,S,,,,,,,,,,,M,,,,,S,,,,,S,,,,,,,S,,
239,240,2011,42.9311872,75.8629885,,D,156.25,,,,M,,S,,,,,,,,,,S,,,,,,,,,,,,,,M,,S,,,S,,,,,,,,,
240,241,2011,42.9313612,75.8637149,,D,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,2011,42.9319507,75.8633538,,T,0.25,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,2011,42.9319545,75.8624648,,D,156.25,,,,S,,M,,,S,,,,,,,M,,,,,,,,,,,,,T,M,,,,,S,,,,,,,S,,
243,244,2011,42.9319412,75.861664,,D,156.25,,,,S,S,S,,,M,,,,,S,,,,S,,,,,,,,,,,M,S,,,,,S,,,,S,,,S,,
244,245,2011,42.9325091,75.8615757,,S,6.75,,,,,T,T,,T,,,,,,,,T,,T,,,,,,,,,,,T,T,,,,,,,,,,,,T,,
245,246,2011,42.932662,75.8624227,,D,156.25,,,,S,,S,,,,,,,,,,M,,,,,,,,,,,,,,M,,,,,S,,,,S,,,S,,
246,247,2011,42.9326586,75.8630601,,S,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,2011,42.9333868,75.8624961,,M,37.75,,,,S,,,,,,,,,,,,S,,S,,,,,,,,,,,,S,,S,,,S,,,,,,,S,,
248,249,2011,42.9333855,75.8617886,,S,6.75,,,,,T,,,T,,,,,,T,,S,,T,,,,,,,,,,,,S,,,,,,,,,,,,T,,
249,250,2011,42.9339217,75.8616015,,S,13.0,,,,,S,,,T,,,,,,,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,,,
250,251,2011,42.9340037,75.8623891,,S,6.5,,,,S,,,,,,,,,,,,T,,T,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,2011,42.9346773,75.8623507,,D,156.25,,,,M,,,,,,,,,,,,S,,,,,,,,,,,,,,M,,,,,,,,,S,,,M,,
252,253,2011,42.9348463,75.8615364,,M,62.5,,,,M,,,,,,,,,,,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,S,,
253,254,2011,42.935453,75.8619048,,M,62.5,,,,,T,S,,,,,,,,M,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
254,255,2011,42.936222,75.862192,,S,13.0,,,,,T,S,,,T,,,,,,T,,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
255,256,2011,42.936965,75.8619328,,S,13.0,,,,,,S,,,S,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
256,257,2011,42.9376351,75.8617442,,M,37.75,,,,,,S,,,S,,,,,S,T,S,,S,,,,,,,,,,,S,S,,,,,,,,,,,,T,,
257,258,2011,42.93851,75.86202,,S,13.0,,,,,,S,,,S,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,T,,
258,259,2011,42.9393098,75.8623483,,M,62.5,,,,S,,S,T,,S,,,,,,,T,,,,,,,,,,,,,,M,,,,,S,,,,,,,S,,
259,260,2011,42.9400512,75.8628134,,S,13.0,,,,T,,T,T,,,,,,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
260,261,2011,42.940772,75.8631556,,M,62.5,,,,,,S,,,S,,,,,,,S,,,,,,,,,,,,,,M,,S,,,,,,T,,,,,,
261,262,2011,42.9416008,75.8635156,,M,37.75,,,,,,S,,,S,,,,,S,,S,,T,,,,,,,,,,,,S,,T,,,,,,,,,,T,,
262,263,2011,42.9422533,75.8635878,,S,13.0,,,,,S,S,,,,,,,,,,,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
263,264,2011,42.9430995,75.8640906,,M,37.75,,,,,,M,,,T,,,,,,,S,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
264,265,2011,42.9429013,75.8631802,,S,13.0,,,,T,,T,,,S,,,,,,,S,,,,,,,,,,,,,,S,,,,,T,,,,,,,S,,
265,266,2011,42.9426494,75.8625223,,S,13.0,,,,S,,S,,T,T,,,,,,,S,,,,,,,,,,,,,S,,,,,,,,,,,,,T,,
266,267,2011,42.9430003,75.8619454,,S,13.0,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,S,T,,,,,,,,,,,,,,
267,268,2011,42.9433829,75.8627976,,D,156.25,,,,S,,S,,,,,,,,,,T,,,,,,,,,,,,,,D,,,,,,,,,,,,S,,
268,269,2011,42.9435759,75.8636029,,M,37.75,,,,M,,,,,,,,,,,,S,,,,,,,,,,,,,,S,,S,S,,,,,,,,,,,
269,270,2011,42.9439633,75.863017,,D,156.25,,,,M,,S,,,,,,,,,,S,,S,,,,,,,,,,,,M,,S,,,,,,,,,,M,,
270,271,2011,42.9438943,75.8620015,,M,62.5,,,,S,,S,,T,S,,,,,S,,S,,,,,,,,,,,,,,M,,,,,T,,,,,,,T,,
271,272,2011,42.944415,75.8622345,,D,250.0,,,,S,,M,,,,,,,,,,M,,,,,,,,,,,,,,D,,,,,,,,,,,,M,,
272,273,2011,42.9445962,75.8629703,,D,131.5,,,,D,,,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,S,,
273,274,2011,42.9451239,75.8629946,,D,250.0,,,,D,,M,,,,,,,,,,S,,,,,,,,,,,,,,M,,,,M,,,,,,,,M,,
274,275,2011,42.9456313,75.8626944,,S,13.0,,,,,T,T,T,,,,,,,,,S,,S,,,,,,,,,,,T,,,,,,,,,,,,,S,,
275,276,2011,42.9461594,75.8629479,,M,62.5,,,,S,,S,,,,,,,,,,S,,T,,,,,,,,,,,,M,,,,,,,,,,,,S,,
276,277,2011,42.9467601,75.8633492,,S,13.0,,,,,,S,,,S,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,T,,,,,
277,278,2011,42.9474827,75.864002,,S,13.0,,,,T,,,,,,,,,,,,S,,T,,,,,,,,,,,,S,,,,,,,,,,,,,,
278,279,2011,42.948238,75.8643577,,D,250.0,,,,,,M,,,M,,,,,,,M,,T,,,,,,,,,,,,,,,,,,,,,,,,S,,
279,280,2011,42.9490292,75.8648116,,S,13.0,,,,,T,S,,,S,,,,,,,S,,S,,,,,,,,,,,,,,T,,,,,,,,,,T,,
280,281,2011,42.9500374,75.86442,,S,13.0,,,,,,S,,,S,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
281,282,2011,42.9503459,75.8651772,,M,62.5,,,,S,,S,,,,,,,,S,,M,,S,,,,,,,,,,,,S,,,,,,,,,,,,S,,
282,283,2011,42.9511007,75.8653115,,M,37.75,,,,S,,T,,,,,,,,,,S,,S,,,,,,,,,,,,,,T,,,,,,,,,,S,,
283,284,2011,42.9514316,75.8640595,,D,156.25,,,,S,S,S,,,S,,,,,S,,M,,,,,,,,,,S,,,S,S,,,,,,,,,,,,,,
284,285,2011,42.9521846,75.8644271,,T,0.5,,,,,,T,,,T,,,,,,,T,,,,,,,,,,,,,T,,,,,,,,,,,,,T,,
285,286,2011,42.9519156,75.8653291,,S,13.0,,,,,S,T,,,,,,,,,,T,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
286,287,2011,42.9526089,75.8660617,,S,13.0,,,,S,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
287,288,2011,42.9530069,75.8655404,,D,250.0,,,,,,T,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,289,2011,42.9534451,75.8659849,,S,13.0,,,,,,S,,,S,,,,,,,T,,,,,,,,,,,,,,T,,,,,,,,,,,,S,,
289,290,2011,42.9543054,75.8668946,,S,13.0,,,,,S,S,,,,,,,,,,,,S,,,,,,,,,,,,S,,,,,,,,,,,,T,,
290,291,2011,42.955272,75.8673729,,S,13.0,,,,,,S,,,,,,,,,,T,,S,,,,,,,,,,,,S,,,,S,,,,,,,,T,,
291,292,2011,42.956164,75.8674418,,S,13.0,,,,,S,,,,,,,,,,,S,,T,,,,,,,,,,,,S,,,,,,,,,,,,T,,
292,293,2011,42.9569735,75.8674162,,M,62.5,,,,,S,S,,,S,,,,,,,S,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
293,294,2011,42.95787,75.8675725,,M,37.75,,,,,,S,,,S,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,295,2011,42.9576552,75.8686008,,T,0.5,,,,,T,T,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,
295,296,2011,42.9578858,75.8695389,,T,0.25,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,
296,297,2011,42.9586886,75.869385,,M,37.75,,,,S,,S,,,S,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,T,,
297,298,2011,42.9591254,75.8700775,,T,0.5,,,,,,T,,,T,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
