,Sample_Point_(SP),Year,Date,Rake_toss_#,Latitude,Longitude,Depth,Rake_Abundance,PERCENT,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Juncus_sp.,Lemna_minor,Lemna_trisulca,Ludwigia_sp.,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris,Zosterella_dubia,Abundance_calcs
70,35,2013,,1.0,42.9745808,75.8831918,,M,,,,,,90.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,0.01,,,,,,,,,,6.0,,,,3
71,35,2013,,2.0,42.9745808,75.8831918,,M,,,,,10.0,70.0,,,,,,,,,,,,,10.0,,,,,,,,,5.0,,,,,2.0,,,,,,,,,,,3.0,,,,3
72,36,2013,,1.0,42.9744812,75.8839023,,D,,,,,5.0,70.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.01,,,,4
73,36,2013,,2.0,42.9744812,75.8839023,,M,,,,,8.0,70.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,2.0,,,,3
74,37,2013,,1.0,42.974717,75.8804605,,S,,,,,,90.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,4.0,,,,,,,,,,,,6.0,,,,2
75,37,2013,,2.0,42.974717,75.8804605,,S,,,,,2.0,70.0,0.01,,,,,,,,,,,,2.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,6.0,,,,2
76,38,2013,,1.0,42.9745272,75.8812385,,S,,,5.0,,10.0,,,,0.01,,,,,,0.01,,,,,,,,,,,,,43.0,,,,,32.0,,,,10.0,,,,,,,0.01,,,,2
77,38,2013,,2.0,42.9745272,75.8812385,,S,,,2.0,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,10.0,,,,,80,,,,,,2
78,39,2013,,1.0,42.9742522,75.8821871,,M,,,45.0,,50.0,,,,,,,,,,0.01,,,,5.0,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,0.01,,,,,3
79,39,2013,,2.0,42.9742522,75.8821871,,S,,,70.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,2
80,40,2013,,1.0,42.9739459,75.8833035,,D,,,0.01,,100.0,,0.01,,0.01,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,4
81,40,2013,,2.0,42.9739459,75.8833035,,T,,,1.0,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,85.0,,,,,,,,5.0,,,,,,,1.0,,,1.0,1
82,41,2013,,1.0,42.9737157,75.884369,,S,,,2.0,,10.0,83.0,0.01,,0.01,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2
83,41,2013,,2.0,42.9737157,75.884369,,M,,,,,,95.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3
84,42,2013,,1.0,42.9735318,75.8851375,,D,,,10.0,,25.0,,0.01,,0.01,,,,,,,,,,50.0,,,,,,,,,,0.01,,,,,,,,5.0,,,,,,,10.0,,,,4
85,42,2013,,2.0,42.9735318,75.8851375,,M,,,3.0,,70.0,,10.0,,,,,,,,,,,,10.0,,,,,,,,,5.0,0.01,,,,,,,,,,,,,,,2.0,,,,3
86,43,2013,,1.0,42.9734209,75.8861874,,M,,,1.0,,90.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
87,43,2013,,2.0,42.9734209,75.8861874,,M,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,3
88,44,2013,,1.0,42.9732563,75.8871586,,M,,,,,95.0,,,,0.01,,,,,,,,,,,,,,0.01,,,,,,0.01,,,,,,,,5.0,,,,,,,,,,,3
89,44,2013,,2.0,42.9732563,75.8871586,,M,,,,,90.0,,4.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,3
90,45,2013,,1.0,42.9730965,75.8879853,,S,,,,,20.0,,30.0,,,,,,,,,,,,20.0,,,,30.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,2
91,45,2013,,2.0,42.9730965,75.8879853,,S,,,,,85.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,0.01,5.0,,,,,,,,,,2
92,46,2013,,1.0,42.9727927,75.8888289,,S,,,,,50.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,40.0,,,,,,,,,,2
93,46,2013,,2.0,42.9727927,75.8888289,,S,,,,,80.0,,2.0,,,,,,,,,,,,,,,,,10.0,,,,,2.0,,,,,,,,,6.0,,,,,,,,,,2
94,47,2013,,1.0,42.9722803,75.8881861,,S,,,40.0,,,5.0,,,,,,,,,,,,,5.0,,,,,45.0,,,,,,,,,,,,,,5.0,,,,,,,,,,2
95,47,2013,,2.0,42.9722803,75.8881861,,S,,,,,,60.0,,,5.0,,,,,,,,,,5.0,,,,,20.0,,,,,,,,,,,,,,10.0,,,,,,0.01,,,,2
96,48,2013,,1.0,42.9723151,75.8873411,,D,,,,,95.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,5.0,,,,,,,,,,4
97,48,2013,,2.0,42.9723151,75.8873411,,D,,,,,90.0,,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,0.01,,,,2.0,,,,,,,,,,,4
98,49,2013,,1.0,42.9723966,75.8862069,,M,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,3
99,49,2013,,2.0,42.9723966,75.8862069,,T,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1
100,50,2013,,1.0,42.9727738,75.8849941,,D,,,0.01,,50.0,,10.0,,,,,,,,,,,,,,,,40.0,,,,,,0.01,,,,,,,,,,,,0.01,0.01,,,,,,4
101,50,2013,,2.0,42.9727738,75.8849941,,D,,,,,20.0,,,,,,,,,,,,,,0.01,,,,80.0,,,,,,,,,,,,,,,,,,,0.01,,,,,,4
102,51,2013,,1.0,42.9730606,75.8842895,,D,,,2.0,,93.0,,2.0,,0.01,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
103,51,2013,,2.0,42.9730606,75.8842895,,M,,,10.0,,65.0,,10.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
104,52,2013,,1.0,42.9732875,75.88337,,D,,,0.01,,75.0,,5.0,,0.01,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
105,52,2013,,2.0,42.9732875,75.88337,,D,,,,,,,1.0,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
106,53,2013,,1.0,42.9735879,75.8826265,,D,,,,,10.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
107,53,2013,,2.0,42.9735879,75.8826265,,D,,,,,80.0,,0.01,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
108,54,2013,,1.0,42.9737212,75.8815971,,D,,,,,80.0,,0.01,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
109,54,2013,,2.0,42.9737212,75.8815971,,D,,,,,40.0,,,,,,,,,,,,,,60.0,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,4
110,55,2013,,1.0,42.9739382,75.8807551,,D,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,4
111,55,2013,,2.0,42.9739382,75.8807551,,D,,,,,98.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
112,56,2013,,1.0,42.9743169,75.8799511,,M,,,,,,70.0,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,5.0,,,15.0,,,10.0,3
113,56,2013,,2.0,42.9743169,75.8799511,,M,,,,,,80.0,,,,,,,,,,,,,10.0,,1.0,,,,,,,,,,,,1.0,,,,4.0,,,,,,,2.0,,,2.0,3
114,57,2013,,1.0,42.9736845,75.8794947,,M,,,,,5.0,73.0,,,,,,,,,,,,,15.0,,0.01,,,,,,,,,,,2.0,,,,,0.01,,,,,,,5.0,,,,3
115,57,2013,,2.0,42.9736845,75.8794947,,D,,,,,3.0,60.0,0.01,,,,,,,,,,,,35.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,0.01,,,,4
116,58,2013,,1.0,42.9734881,75.8801008,,D,,,,,45.0,,2.0,,,,,,,,,,,,45.0,,,,,,,,,2.0,,,,,0.01,,,,4.0,,,,,2,,,,,,4
117,58,2013,,2.0,42.9734881,75.8801008,,D,,,1.0,,30.0,,5.0,,,,,,,,,,,,30.0,,,,,,,,,5.0,,,,,5.0,,,,18.0,,,,1.0,5,,,,,,4
118,59,2013,,1.0,42.9730344,75.8811633,,T,,,92.0,,5.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
119,59,2013,,2.0,42.9730344,75.8811633,,S,,,0.01,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
120,60,2013,,1.0,42.9725813,75.8825812,,M,,,0.01,,95.0,,,,0.01,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,5.0,,,,,,,,,,,3
121,60,2013,,2.0,42.9725813,75.8825812,,S,,,0.01,,90.0,,,,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,2
122,61,2013,,1.0,42.9724011,75.883566,,M,,,,,50.0,,30.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,3
123,61,2013,,2.0,42.9724011,75.883566,,M,,,,,,,0.01,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
124,62,2013,,1.0,42.9721624,75.8844711,,D,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,4
125,62,2013,,2.0,42.9721624,75.8844711,,D,,,,,70.0,,20.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4
126,63,2013,,1.0,42.9719054,75.8852373,,D,,,,,100.0,,0.01,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,4
127,63,2013,,2.0,42.9719054,75.8852373,,M,,,,,100.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,3
128,64,2013,,1.0,42.9717794,75.8861146,,M,,,,,50.0,,10.0,+,,,,,,,,,,,5.0,,,,25.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,3
129,64,2013,,2.0,42.9717794,75.8861146,,S,,,,,85.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,3.0,,,,,,,,,9.0,,,,,,,,,,2
130,65,2013,,1.0,42.9716586,75.8868663,,M,,,,,0.01,,0.01,+,,,,,,,,,,,100.0,,,,,,,,,,0.01,,,,,,,,,0.01,,,,,,,,,,3
131,65,2013,,2.0,42.9716586,75.8868663,,S,,,,,15.0,,,,,,,,,,,,,,75.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,2
132,66,2013,,1.0,42.9715393,75.8857554,,S,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
133,66,2013,,2.0,42.9715393,75.8857554,,M,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
134,67,2013,,1.0,42.9715242,75.8848803,,M,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.01,,,,3
135,67,2013,,2.0,42.9715242,75.8848803,,D,,,,,1.0,97.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4
136,68,2013,,1.0,42.9716138,75.8840747,,D,,,,,97.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4
137,68,2013,,2.0,42.9716138,75.8840747,,D,,,5.0,,80.0,,5.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,4
138,69,2013,,1.0,42.971902,75.8833566,,D,,,3.0,,90.0,,4.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,4
139,69,2013,,2.0,42.971902,75.8833566,,T,,,,,,,,,25.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
140,70,2013,,1.0,42.972166,75.8825192,,S,,,,,90.0,,3.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,0.01,,,,,,,,3.0,,,,,,,,,,,2
141,70,2013,,2.0,42.972166,75.8825192,,M,,,,,96.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
142,71,2013,,1.0,42.9722997,75.8813674,,T,,,5.0,,60.0,,,,5.0,,,,,,,,,,15.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,1
143,71,2013,,2.0,42.9722997,75.8813674,,T,,,5.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
144,72,2013,,1.0,42.9730035,75.879904,,D,,,,,80.0,,2.0,,,,,,,,,,,,10.0,,,,,,,,,8.0,,,,,,,,,0.01,,,,,,,,,,,4
145,72,2013,,2.0,42.9730035,75.879904,,S,,,,,90.0,,3.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,2
146,73,2013,,1.0,42.9732028,75.8792463,,M,,,,,30.0,0.01,,,,,,,,,,,15.0,,30.0,,,,,,,,,20.0,,,,,,,,,0.01,,,,,,,5.0,,,,3
147,73,2013,,2.0,42.9732028,75.8792463,,M,,,,,15.0,,5.0,,,,,,,,,,5.0,,40.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,5.0,,,10.0,3
148,74,2013,,1.0,42.9722799,75.8787055,,D,,,,,0.01,46.0,,,,,,,,,,,,,40.0,,,,,,,,,10.0,,,,2.0,,,,,2.0,,,,,,,0.01,,,0.01,4
149,74,2013,,2.0,42.9722799,75.8787055,,D,,,,,5.0,15.0,3.0,,,,,,,,,,,,50.0,,,,,,,,,9.0,,,,,1.0,,,,,,,,7.0,,,7.0,,,3.0,4
150,75,2013,,1.0,42.971908,75.8793918,,M,,,,,50.0,,25.0,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,3
151,75,2013,,2.0,42.971908,75.8793918,,M,,,,,10.0,,10.0,,,,,,,,,,,,80.0,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,3
152,76,2013,,1.0,42.9716923,75.8804835,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
153,76,2013,,2.0,42.9716923,75.8804835,,T,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
154,77,2013,,1.0,42.9714348,75.8818995,,M,,,12.0,,85.0,,,,0.01,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3
155,77,2013,,2.0,42.9714348,75.8818995,,M,,,5.0,,75.0,,5.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,3
156,78,2013,,1.0,42.9712043,75.8832194,,M,,,,,5.0,,5.0,,,,,,,,,,,,80.0,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,2.0,,,,3
157,78,2013,,2.0,42.9712043,75.8832194,,S,,,,,70.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,2
158,79,2013,,1.0,42.9705937,75.8828932,,S,,,5.0,,40.0,0.01,,,,,,,,,,,15.0,,,,,,,,,,,5.0,,,,,,,,,15.0,,,,,,,20.0,,,,2
159,79,2013,,2.0,42.9705937,75.8828932,,S,,,,,17.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,3.0,,,,2
160,80,2013,,1.0,42.970566,75.8820202,,D,,,,,90.0,,0.01,,,,,,,,,,,,10.0,,,,,,,,,,0.01,,,,,,,,0.01,,,,,,,,,,,4
161,80,2013,,2.0,42.970566,75.8820202,,D,,,,,95.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.01,,,,,,,,3.0,,,,,,,,,,,4
162,81,2013,,1.0,42.9707304,75.8809406,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,81,2013,,2.0,42.9707304,75.8809406,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
164,82,2013,,1.0,42.97124,75.87953,,M,,,,,50.0,,8.0,,,,,,,,,,2.0,,25.0,,,,,,,,,5.0,,,,,,,,,10.0,,,,,,,,,,,3
165,82,2013,,2.0,42.97124,75.87953,,S,,,5.0,,20.0,,10.0,,,,,,,,,,,,50.0,,4.0,,,,,,,,,,,,,,,,10.0,1.0,,,,,,,,,,2
166,83,2013,,1.0,42.9710137,75.8783806,,S,,,,,,50.0,0.01,,,,,,,,,,,,30.0,,,,,,,,,,,,,,5.0,,,,1.0,,,,10.0,,,4.0,,,,2
167,83,2013,,2.0,42.9710137,75.8783806,,M,,,,,5.0,60.0,0.01,,,,,,,,,,,,15.0,,,,,,,,,5.0,,,,,5.0,,,,5.0,0.01,,,5.0,,,0.01,,,0.01,3
168,84,2013,,1.0,42.9702305,75.8792937,,S,,,,,0.01,40.0,5.0,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,5.0,,,,,20.0,0.01,,,,,,20.0,,,0.01,2
169,84,2013,,2.0,42.9702305,75.8792937,,S,,,,,10.0,25.0,10.0,,,,,,,,,,,,25.0,,3.0,,,,,,,,,,,10.0,,,,,2.0,,,,,,,5.0,,,10.0,2
170,85,2013,,1.0,42.9699584,75.8802035,,D,,,,,100.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
171,85,2013,,2.0,42.9699584,75.8802035,,D,,,,,98.0,,0.01,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
172,86,2013,,1.0,42.9699251,75.8811233,,D,,,,,93.0,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
173,86,2013,,2.0,42.9699251,75.8811233,,D,,,,,95.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,4
174,87,2013,,1.0,42.9698364,75.8819048,,D,,,0.01,,100.0,,,,0.01,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,4
175,87,2013,,2.0,42.9698364,75.8819048,,D,,,,,80.0,,2.0,,,,,,,,,,,,15.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,4
176,88,2013,,1.0,42.9697445,75.8823727,,M,,,5.0,,,60.0,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,25.0,,,,0.01,,,,,,,3.0,,,0.01,3
177,88,2013,,2.0,42.9697445,75.8823727,,M,,,5.0,,5.0,8.0,2.0,,,,,,,,,,1.0,,19.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,25.0,,,25.0,3
178,89,2013,,1.0,42.9690662,75.8821374,,M,,,10.0,,5.0,38.0,3.0,,0.01,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,,,5.0,0.01,,,,,,31.0,,,,3
179,89,2013,,2.0,42.9690662,75.8821374,,M,,,,,,85.0,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,2.0,,,,3
180,90,2013,,1.0,42.9690518,75.881357,,M,,,0.01,,82.0,,2.0,,0.01,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,16.0,,,,,,,,,,,3
181,90,2013,,2.0,42.9690518,75.881357,,S,,,,,95.0,,1.0,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,2
182,91,2013,,1.0,42.9690485,75.8802482,,D,,,,,85.0,,0.01,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,0.01,,,,,,5.0,,,,,4
183,91,2013,,2.0,42.9690485,75.8802482,,D,,,,,90.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4
184,92,2013,,1.0,42.9690193,75.8790655,,S,,,,,,25.0,3.0,,1.0,,,,,,,,,,25.0,3.0,25.0,,,,,,,,,,,,,,,,1.0,,,,,,9.0,,,,8.0,2
185,92,2013,,2.0,42.9690193,75.8790655,,S,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
186,93,2013,,1.0,42.9690882,75.8782033,,T,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,45.0,,,,1
187,93,2013,,2.0,42.9690882,75.8782033,,M,,,,,,3.0,1.0,,,,,,,,,,,,75.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,1.0,,,10.0,3
188,94,2013,,1.0,42.9687384,75.8771237,,T,,,,,,96.0,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
189,94,2013,,2.0,42.9687384,75.8771237,,S,,,,,,95.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2
190,95,2013,,1.0,42.968528,75.8780253,,S,,,,,3.0,48.0,0.01,,,,,,,,,,,,20.0,,0.01,,,,,,,,,,,,15.0,,,,,,,,,,,4.0,,,10.0,2
191,95,2013,,2.0,42.968528,75.8780253,,S,,,,,0.01,90.0,,,0.01,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,2
192,96,2013,,1.0,42.9682861,75.8790745,,S,,,,,,60.0,,,0.01,,,,,,,,,,,10.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,2
193,96,2013,,2.0,42.9682861,75.8790745,,S,,,,,,,,,,,,,,,,,,,95.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
194,97,2013,,1.0,42.9680104,75.8800484,,D,,,,,30.0,,15.0,,,,,,,,,,,,45.0,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,4
195,97,2013,,2.0,42.9680104,75.8800484,,D,,,,,6.0,,2.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,2.0,,,,0.01,,,,,,,,,,,4
196,98,2013,,1.0,42.9679045,75.8807838,,S,,,20.0,,10.0,,5.0,,0.01,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,40.0,0.01,,,,,,,,,,2
197,98,2013,,2.0,42.9679045,75.8807838,,M,,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,90.0,,,,,,,,,5.0,,,,,,,,,,,3
198,99,2013,,1.0,42.9677924,75.881276,,S,,,,,0.01,85.0,0.01,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,4.0,,,,2
199,99,2013,,2.0,42.9677924,75.881276,,S,,,0.01,,5.0,,4.0,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,2
200,100,2013,,1.0,42.9672178,75.880892,,S,,,,,4.0,80.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,4.0,,,,2
201,100,2013,,2.0,42.9672178,75.880892,,S,,,,,2.0,88.0,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,2
202,101,2013,,1.0,42.967334,75.879929,,S,,,10.0,,10.0,,0.01,,0.01,,,,,,,,,,0.01,,,,,,,,,,,,,,,0.01,,,15.0,,,,,45,10.0,10.0,,,,2
203,101,2013,,2.0,42.967334,75.879929,,S,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,2
204,102,2013,,1.0,42.9673922,75.8787366,,M,,,0.01,,2.0,,0.01,,4.0,,,,,,,,,,50.0,,4.0,,,,,,,,,,,,5.0,,,,,,,,,5,28.0,2.0,,,,3
205,102,2013,,2.0,42.9673922,75.8787366,,M,,,,,,,5.0,,0.01,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.01,,,,3
206,103,2013,,1.0,42.9675851,75.8774752,,S,,,,,,82.0,,,0.01,,,,,,,,,,0.01,0.01,0.01,,,,,,,,,,,15.0,,,,,,,,,,,,3.0,,,,2
207,103,2013,,2.0,42.9675851,75.8774752,,S,,,,,,75.0,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,19.0,,,,,,,,,,,,1.0,,,,2
208,104,2013,,1.0,42.9677963,75.8766177,,M,,,,,0.01,0.01,5.0,,,,,,,,,,,,60.0,,21.0,,,,,,,,,,,5.0,,,,,0.01,4.0,,,,,,0.01,,,5.0,3
209,104,2013,,2.0,42.9677963,75.8766177,,M,,,,,,2.0,10.0,,,,,,,,,,,,60.0,,5.0,,,,,,,,,,,20.0,,,,,,,,,,,,1.0,,,2.0,3
210,105,2013,,1.0,42.967126,75.876386,,M,,,,,,5.0,10.0,,,,,,,,,,,,56.0,,5.0,,,,,,,,,,,,4.0,,,,,2.0,,,,,,3.0,,,15.0,3
211,105,2013,,2.0,42.967126,75.876386,,M,,,,,,,15.0,,,,,,,,,,,,70.0,,5.0,1.0,,,,,,,,,,,5.0,,,,,2.0,,,,,,1.0,1.0,,,3
212,106,2013,,1.0,42.9669547,75.8776315,,S,,,,,,73.0,,,,,,,,,,,,,5.0,0.01,,,,,,,,,,,,5.0,10.0,,,,4.0,,,,,,,3.0,,,,2
213,106,2013,,2.0,42.9669547,75.8776315,,T,,,,,,100.0,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
214,107,2013,,1.0,42.9666414,75.8786547,,S,,,10.0,,0.01,0.01,0.01,,0.01,,,,,,,,,,4.0,,,,,,,,,,,,,,10.0,,,,,,,,,5,71.0,0.01,,,,2
215,107,2013,,2.0,42.9666414,75.8786547,,S,,,,,,0.01,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,10.0,,,,,,,,,,20.0,,,,,2
216,108,2013,,1.0,42.9665132,75.8797,,D,,,5.0,,,0.01,30.0,,0.01,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,19.0,,,,,6,,,,,,4
